URL,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PART,PRON,PUNCT,SYM,VERB,url
1251,12.0,13.0,2.0,11.0,9.0,43.0,7.0,3.0,1.0,119,1.0,44.0,www.chcbc.com
1252,121.0,88.0,13.0,34.0,50.0,144.0,14.0,11.0,19.0,106,,103.0,www.bristowmedcenter.com
1253,181.0,57.0,108.0,63.0,18.0,372.0,36.0,59.0,11.0,425,49.0,305.0,www.sthelenahospital.org
1254,50.0,74.0,15.0,41.0,36.0,121.0,46.0,13.0,16.0,130,17.0,76.0,www.cphospital.org
1255,2.0,2.0,2.0,,2.0,3.0,,,,5,,4.0,www.enmmc.com
1256,20.0,26.0,2.0,11.0,16.0,49.0,23.0,8.0,3.0,38,1.0,37.0,www.lvmhospital.com
1257,5.0,26.0,4.0,3.0,17.0,65.0,6.0,2.0,2.0,38,12.0,30.0,www.nebraskamed.com
1258,4.0,5.0,,1.0,1.0,21.0,8.0,,,14,3.0,3.0,www.madisonlutheranhome.com
1259,40.0,46.0,16.0,27.0,33.0,138.0,16.0,14.0,5.0,59,11.0,55.0,www.cabellhuntington.org
1260,20.0,20.0,5.0,18.0,19.0,58.0,8.0,3.0,4.0,28,8.0,39.0,www.mercyhealthsystem.org
1261,25.0,37.0,3.0,6.0,13.0,41.0,6.0,4.0,23.0,38,,39.0,www.evergreenmedical.org
1262,28.0,30.0,13.0,23.0,25.0,62.0,10.0,1.0,3.0,33,4.0,23.0,www.huntsvillehospital.org
1263,70.0,79.0,17.0,32.0,27.0,114.0,28.0,7.0,13.0,74,7.0,70.0,www.devereux.org
1264,34.0,47.0,5.0,23.0,25.0,91.0,17.0,11.0,,96,7.0,25.0,www.cottagehospital.org
1265,47.0,40.0,10.0,9.0,19.0,62.0,9.0,10.0,10.0,37,,52.0,www.healthsouthaltoona.com
1266,62.0,88.0,16.0,87.0,72.0,188.0,34.0,17.0,9.0,123,22.0,95.0,www.mdmercy.com
1267,52.0,50.0,15.0,27.0,30.0,171.0,16.0,5.0,16.0,101,15.0,70.0,www.stfrancismaryville.com
1268,71.0,71.0,16.0,62.0,52.0,223.0,41.0,12.0,13.0,129,10.0,100.0,www.umassmemorial.org
1269,30.0,16.0,3.0,12.0,17.0,49.0,7.0,5.0,3.0,26,1.0,27.0,www.communitymemorialhc.com
1270,136.0,76.0,24.0,32.0,39.0,224.0,16.0,15.0,20.0,103,10.0,139.0,southdakota.selectspecialtyhospitals.com
1271,69.0,76.0,29.0,20.0,38.0,157.0,37.0,18.0,21.0,77,9.0,93.0,www.khaurora.com
1272,10.0,18.0,2.0,8.0,6.0,22.0,5.0,1.0,4.0,20,5.0,15.0,www.beacheyecare.com
1273,104.0,110.0,15.0,64.0,54.0,198.0,12.0,9.0,18.0,115,5.0,105.0,www.myomh.org
1274,133.0,174.0,71.0,35.0,92.0,289.0,31.0,33.0,99.0,157,6.0,259.0,www.kindredhealthcare.com
1275,19.0,14.0,7.0,3.0,13.0,54.0,6.0,1.0,2.0,26,11.0,12.0,www.decaturgeneral.org
1276,26.0,29.0,10.0,13.0,15.0,67.0,7.0,3.0,4.0,44,,22.0,www.selectrehab-denton.com
1277,13.0,21.0,3.0,8.0,26.0,60.0,15.0,6.0,5.0,22,7.0,23.0,www.bdch.com
1278,83.0,68.0,30.0,36.0,43.0,192.0,58.0,23.0,12.0,207,13.0,101.0,www.pascoregionalmc.com
1279,1.0,1.0,1.0,2.0,,6.0,2.0,,,4,,4.0,www.clearfieldhosp.org
1280,38.0,61.0,11.0,29.0,29.0,156.0,83.0,38.0,2.0,113,8.0,64.0,www.crittentonkc.org
1281,39.0,41.0,8.0,30.0,25.0,79.0,19.0,7.0,14.0,45,8.0,47.0,www.centura.org
1282,7.0,19.0,1.0,14.0,6.0,19.0,12.0,1.0,1.0,15,5.0,10.0,www.yrmc.org
1283,57.0,66.0,18.0,30.0,35.0,121.0,18.0,23.0,9.0,63,7.0,57.0,www.rimrehab.org
1284,10.0,19.0,5.0,10.0,5.0,41.0,15.0,3.0,7.0,24,2.0,16.0,www.suttersolano.org
1285,36.0,55.0,21.0,21.0,27.0,126.0,2.0,9.0,14.0,84,9.0,67.0,richmond.bonsecours.com
1286,14.0,16.0,5.0,15.0,12.0,39.0,14.0,2.0,,17,5.0,10.0,www.morrishospital.org
1287,19.0,17.0,5.0,12.0,15.0,49.0,5.0,3.0,6.0,34,2.0,28.0,www.orthoindy.com
1288,42.0,36.0,35.0,37.0,27.0,144.0,47.0,8.0,18.0,144,18.0,86.0,www.allenhospital.org
1289,49.0,87.0,21.0,52.0,40.0,154.0,69.0,9.0,10.0,156,23.0,103.0,www.cityofhope.org
1290,24.0,36.0,17.0,11.0,10.0,55.0,12.0,2.0,20.0,23,1.0,37.0,www.plainsmemorial.com
1291,30.0,34.0,2.0,71.0,22.0,55.0,10.0,4.0,8.0,15,,44.0,www.swmconline.com
1292,68.0,54.0,17.0,36.0,32.0,283.0,8.0,20.0,35.0,58,6.0,99.0,www.bergerhealth.com
1293,42.0,44.0,6.0,28.0,25.0,200.0,54.0,11.0,6.0,82,15.0,71.0,www.robinsonmemorial.org
1294,91.0,93.0,25.0,42.0,30.0,233.0,66.0,20.0,14.0,200,12.0,105.0,www.porterhealth.org
1295,9.0,25.0,2.0,24.0,16.0,34.0,6.0,7.0,2.0,20,3.0,16.0,www.st-marys.org
1296,31.0,36.0,6.0,21.0,18.0,77.0,16.0,7.0,14.0,30,7.0,57.0,www.rchmtayr.org
1297,48.0,35.0,4.0,20.0,19.0,225.0,50.0,9.0,8.0,71,6.0,49.0,sbchc.net
1298,7.0,7.0,2.0,1.0,2.0,19.0,5.0,1.0,1.0,12,,5.0,www.fairfieldmemorial.org
1299,31.0,27.0,15.0,11.0,24.0,63.0,11.0,14.0,2.0,60,4.0,43.0,www.sweenyhospital.org
1300,28.0,53.0,5.0,23.0,13.0,61.0,13.0,9.0,1.0,64,3.0,33.0,www.einstein.yu.edu
1301,74.0,83.0,20.0,37.0,38.0,171.0,88.0,8.0,7.0,160,16.0,105.0,www.galionhospital.org
1302,118.0,85.0,32.0,36.0,32.0,173.0,13.0,11.0,40.0,97,5.0,102.0,www.msh.ernesthealth.com
1303,2.0,2.0,2.0,,2.0,3.0,,,,5,,4.0,www.gadsdenregional.com
1304,67.0,58.0,9.0,43.0,26.0,112.0,31.0,25.0,10.0,82,10.0,53.0,www.stdavidsrehab.com
1305,33.0,30.0,6.0,10.0,10.0,74.0,26.0,1.0,5.0,41,4.0,30.0,www.tidelandshealth.org
1306,263.0,204.0,92.0,210.0,156.0,457.0,19.0,131.0,73.0,216,7.0,244.0,www.abrazohealth.com
1307,78.0,63.0,25.0,48.0,41.0,185.0,45.0,18.0,24.0,155,15.0,104.0,www.sacmc.com
1308,34.0,33.0,6.0,17.0,17.0,79.0,10.0,2.0,2.0,39,,37.0,www.springmountainsahara.com
1309,42.0,49.0,8.0,33.0,26.0,105.0,12.0,7.0,13.0,38,3.0,54.0,www.halifax.org
1310,37.0,36.0,17.0,13.0,7.0,73.0,17.0,4.0,15.0,62,5.0,42.0,nmhi.com
1311,17.0,24.0,5.0,9.0,21.0,42.0,15.0,4.0,4.0,27,2.0,23.0,www.waynehealthcare.org
1312,48.0,41.0,10.0,8.0,17.0,53.0,8.0,9.0,10.0,36,,57.0,www.healthsouthmontgomery.com
1313,27.0,12.0,10.0,22.0,19.0,47.0,12.0,5.0,4.0,33,4.0,35.0,www.westparkhospital.org
1314,97.0,87.0,21.0,71.0,60.0,165.0,27.0,22.0,20.0,157,17.0,110.0,www.womenandinfants.org
1315,52.0,54.0,15.0,26.0,19.0,109.0,16.0,14.0,7.0,61,11.0,67.0,www.syringahospital.org
1316,28.0,29.0,6.0,17.0,23.0,56.0,18.0,6.0,7.0,34,1.0,37.0,www.dwmmh.org
1317,13.0,14.0,5.0,2.0,8.0,23.0,7.0,2.0,5.0,24,2.0,16.0,www.bluevalleyhospital.com
1318,11.0,24.0,5.0,8.0,9.0,31.0,19.0,3.0,3.0,38,1.0,23.0,gcmedcenter.org
1319,89.0,151.0,8.0,115.0,82.0,195.0,87.0,11.0,5.0,219,40.0,98.0,www.mountsinai.org
1320,18.0,20.0,3.0,12.0,12.0,35.0,13.0,2.0,1.0,33,1.0,20.0,www.bronxcare.org
1321,69.0,102.0,15.0,42.0,58.0,222.0,38.0,12.0,2.0,112,12.0,108.0,www.arrowheadmedcenter.org
1322,22.0,30.0,2.0,44.0,13.0,98.0,25.0,3.0,4.0,36,6.0,23.0,www.fairmountbhs.com
1323,95.0,54.0,13.0,30.0,36.0,150.0,24.0,8.0,16.0,85,5.0,87.0,www.obho.info
1324,56.0,40.0,20.0,25.0,36.0,140.0,9.0,7.0,15.0,48,7.0,68.0,www.vidanthealth.com
1325,138.0,72.0,23.0,35.0,38.0,233.0,14.0,10.0,23.0,96,10.0,134.0,orlandosouth.selectspecialtyhospitals.com
1326,37.0,22.0,4.0,11.0,11.0,70.0,46.0,3.0,4.0,63,10.0,29.0,www.cascademedical.org
1327,32.0,19.0,6.0,7.0,17.0,59.0,14.0,13.0,1.0,26,7.0,40.0,www.pendercommunityhospital.com
1328,63.0,48.0,17.0,26.0,38.0,168.0,23.0,9.0,20.0,95,15.0,72.0,www.ssmstclare.com
1329,104.0,22.0,4.0,21.0,12.0,45.0,13.0,2.0,5.0,31,2.0,29.0,www.hampsteadhospital.com
1330,300.0,329.0,112.0,116.0,241.0,918.0,227.0,166.0,34.0,393,17.0,612.0,www.allkids.org
1331,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,www.chapmanmedicalcenter.com
1332,69.0,69.0,26.0,20.0,35.0,148.0,37.0,18.0,20.0,84,6.0,91.0,www.kindrednorthlake.com
1333,4.0,7.0,2.0,2.0,2.0,27.0,5.0,1.0,2.0,21,4.0,13.0,www.kindredhospitalkc.com
1334,69.0,72.0,29.0,21.0,36.0,149.0,37.0,18.0,20.0,79,7.0,92.0,www.kh-denver.com
1335,18.0,39.0,10.0,5.0,22.0,53.0,28.0,4.0,9.0,41,5.0,30.0,www.hhd5.com
1336,112.0,119.0,29.0,65.0,70.0,243.0,38.0,24.0,38.0,111,15.0,129.0,www.pendermemorial.org
1337,139.0,66.0,27.0,35.0,30.0,218.0,11.0,18.0,25.0,87,9.0,141.0,www.regencyhospital.com
1338,83.0,67.0,24.0,48.0,50.0,209.0,41.0,18.0,26.0,141,12.0,121.0,laplose.com
1339,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,www.lowerbuckshospital.org
1340,51.0,77.0,14.0,38.0,47.0,161.0,79.0,20.0,4.0,189,18.0,107.0,www.monvalleyhospital.com
1341,78.0,79.0,17.0,42.0,35.0,135.0,24.0,5.0,12.0,119,3.0,70.0,www.miltonhospital.org
1342,5.0,13.0,13.0,9.0,9.0,18.0,6.0,2.0,5.0,16,1.0,16.0,www.hchdst.org
1343,19.0,25.0,9.0,17.0,25.0,61.0,27.0,7.0,5.0,37,4.0,33.0,www.theouterbankshospital.com
1344,72.0,113.0,32.0,25.0,104.0,225.0,147.0,16.0,10.0,212,33.0,167.0,www.wmh.org
1345,63.0,54.0,8.0,19.0,28.0,92.0,26.0,10.0,7.0,58,2.0,69.0,www.riverviewregional.com
1346,44.0,30.0,11.0,17.0,23.0,104.0,28.0,11.0,9.0,52,17.0,48.0,www.mgmc.org
1347,310.0,465.0,98.0,198.0,275.0,1123.0,610.0,108.0,63.0,658,152.0,641.0,wesleymc.com
1348,129.0,136.0,30.0,58.0,79.0,244.0,77.0,15.0,30.0,149,16.0,183.0,www.laspalmasdelsolhealthcare.com
1349,158.0,122.0,57.0,58.0,82.0,347.0,42.0,27.0,66.0,208,15.0,196.0,www.montevistahospital.com
1350,21.0,28.0,5.0,20.0,15.0,63.0,18.0,6.0,1.0,45,6.0,28.0,www.tfhd.com
1351,19.0,20.0,6.0,3.0,7.0,46.0,27.0,4.0,7.0,49,6.0,27.0,www.phycarehospital.com
1352,86.0,81.0,24.0,22.0,40.0,152.0,26.0,9.0,24.0,104,8.0,90.0,www.marywashingtonhealthcare.com
1353,67.0,70.0,28.0,21.0,36.0,151.0,38.0,18.0,21.0,74,12.0,94.0,www.khwestminster.com
1354,15.0,26.0,2.0,10.0,18.0,61.0,23.0,5.0,4.0,27,3.0,43.0,www.hcchospital.org
1355,40.0,55.0,7.0,29.0,23.0,100.0,105.0,3.0,5.0,89,25.0,57.0,www.piedmont.org
1356,71.0,77.0,22.0,40.0,35.0,167.0,33.0,11.0,18.0,99,6.0,96.0,www.whitmanhospital.org
1357,150.0,64.0,29.0,29.0,46.0,173.0,26.0,12.0,17.0,100,11.0,107.0,www.inova.org
1358,34.0,55.0,3.0,28.0,37.0,97.0,30.0,4.0,7.0,40,4.0,33.0,www.englewoodhospital.com
1359,5.0,12.0,6.0,8.0,6.0,15.0,13.0,2.0,6.0,20,2.0,18.0,www.clarkehosp.org
1360,74.0,83.0,20.0,37.0,38.0,171.0,88.0,8.0,7.0,160,16.0,105.0,www.bchonline.org
1361,140.0,73.0,25.0,34.0,34.0,218.0,12.0,21.0,23.0,100,10.0,141.0,johnstown.selectspecialtyhospitals.com
1362,38.0,71.0,16.0,26.0,28.0,64.0,20.0,9.0,8.0,78,8.0,43.0,www.sweetwaterhospital.org
1363,3.0,2.0,5.0,2.0,9.0,11.0,,2.0,3.0,9,,14.0,www.kosairchildrenshospital.com
1364,64.0,60.0,17.0,27.0,32.0,114.0,22.0,11.0,8.0,137,3.0,87.0,www.familyhealthwest.org
1365,12.0,27.0,6.0,22.0,17.0,40.0,16.0,3.0,8.0,29,2.0,38.0,www.boonehospital.com
1366,61.0,62.0,28.0,18.0,32.0,139.0,39.0,18.0,16.0,71,4.0,84.0,www.khhouston.com
1367,76.0,108.0,57.0,47.0,75.0,281.0,10.0,16.0,49.0,252,4.0,172.0,www.summithealth.org
1368,118.0,130.0,33.0,47.0,78.0,229.0,22.0,19.0,17.0,152,11.0,141.0,www.berkshirehealthsystems.org
1369,63.0,104.0,17.0,53.0,66.0,150.0,41.0,17.0,17.0,137,,111.0,www.thocc.org
1370,101.0,137.0,40.0,50.0,75.0,223.0,31.0,18.0,34.0,135,12.0,168.0,www.scotlandcountyhospital.com
1371,124.0,151.0,21.0,87.0,88.0,308.0,105.0,23.0,24.0,203,72.0,170.0,www.wedoweehospital.org
1372,26.0,26.0,8.0,7.0,21.0,72.0,8.0,6.0,4.0,33,7.0,33.0,www.uhealthsystem.com
1373,65.0,85.0,25.0,52.0,82.0,191.0,91.0,4.0,14.0,166,6.0,85.0,www.qualityoflife.org
1374,149.0,141.0,43.0,80.0,69.0,314.0,19.0,30.0,43.0,147,2.0,185.0,www.cvmed.net
1375,33.0,54.0,8.0,40.0,21.0,90.0,11.0,14.0,11.0,54,7.0,48.0,www.mercycares.com
1376,100.0,99.0,33.0,49.0,57.0,278.0,63.0,32.0,18.0,202,11.0,141.0,www.sparkshealth.com
1377,18.0,25.0,4.0,14.0,7.0,52.0,14.0,3.0,4.0,33,9.0,22.0,www.serenityhospital.com
1378,38.0,38.0,21.0,17.0,27.0,96.0,29.0,10.0,6.0,68,9.0,43.0,www.fisher-titus.com
1379,86.0,78.0,32.0,34.0,33.0,208.0,23.0,10.0,21.0,141,8.0,94.0,www.regionshospital.com
1380,29.0,20.0,1.0,11.0,10.0,56.0,12.0,5.0,,13,6.0,22.0,www.goodlandregional.com
1381,4.0,8.0,,,8.0,26.0,4.0,1.0,3.0,18,2.0,20.0,littlerivercounty.org
1382,19.0,29.0,6.0,5.0,13.0,56.0,23.0,7.0,4.0,49,6.0,35.0,www.stmarys.org
1383,91.0,91.0,36.0,31.0,49.0,200.0,38.0,21.0,26.0,95,10.0,126.0,www.sturdymemorial.org
1384,37.0,47.0,18.0,23.0,38.0,109.0,29.0,12.0,19.0,91,11.0,89.0,www.pinnaclehealth.org
1385,80.0,101.0,14.0,41.0,54.0,179.0,29.0,23.0,22.0,103,15.0,104.0,www.atlanticgeneral.org
1386,30.0,51.0,11.0,19.0,26.0,83.0,17.0,4.0,10.0,52,5.0,64.0,www.affinitymedicalcenter.com
1387,31.0,29.0,9.0,10.0,16.0,71.0,14.0,5.0,7.0,42,4.0,26.0,www.madisonparishhospital.com
1388,13.0,69.0,5.0,40.0,21.0,72.0,88.0,6.0,1.0,81,10.0,31.0,www.ucnj.org
1389,12.0,11.0,1.0,8.0,4.0,26.0,16.0,1.0,2.0,17,2.0,6.0,www.nhcs.org
1390,69.0,46.0,6.0,36.0,30.0,119.0,21.0,9.0,8.0,78,11.0,54.0,www.chestercountyhospital.org
1391,67.0,70.0,26.0,21.0,33.0,145.0,38.0,18.0,20.0,80,7.0,92.0,www.khcoralgables.com
1392,5.0,2.0,1.0,1.0,3.0,26.0,13.0,,1.0,5,,10.0,www.mhtcguymon.org
1393,126.0,146.0,75.0,69.0,115.0,355.0,19.0,21.0,24.0,142,1.0,211.0,www.johnsonmathers.org
1394,75.0,99.0,47.0,42.0,72.0,265.0,42.0,15.0,44.0,116,8.0,140.0,www.wchcd.org
1395,38.0,40.0,14.0,22.0,23.0,130.0,12.0,5.0,13.0,38,3.0,68.0,www.bmhsc.org
1396,29.0,40.0,1.0,14.0,8.0,59.0,9.0,11.0,2.0,26,4.0,25.0,www.atokamedicalcenter.org
1397,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,www.halifaxmedicalcenter.org
1398,106.0,83.0,44.0,51.0,65.0,313.0,42.0,21.0,31.0,151,10.0,157.0,www.msmc.com
1399,75.0,70.0,40.0,39.0,41.0,152.0,26.0,23.0,31.0,91,3.0,142.0,www.marktwainhospital.com
1400,51.0,52.0,23.0,27.0,36.0,136.0,18.0,4.0,11.0,92,9.0,67.0,www.glacialridge.org
1401,107.0,114.0,15.0,49.0,61.0,241.0,42.0,18.0,37.0,130,12.0,129.0,www.genesys.org
1402,35.0,41.0,8.0,27.0,13.0,106.0,21.0,4.0,16.0,58,6.0,50.0,summitoakshospital.com
1403,53.0,35.0,11.0,18.0,16.0,78.0,32.0,8.0,1.0,55,5.0,49.0,www.nghs.com
1404,486.0,531.0,151.0,117.0,279.0,1150.0,432.0,98.0,220.0,581,97.0,755.0,www.palmspasadena.com
1405,67.0,77.0,23.0,27.0,37.0,155.0,40.0,15.0,29.0,91,11.0,94.0,www.oasismentalhealth.net
1406,10.0,23.0,5.0,5.0,13.0,42.0,23.0,1.0,4.0,18,3.0,18.0,www.crmctx.com
1407,91.0,98.0,29.0,52.0,45.0,215.0,46.0,16.0,8.0,130,6.0,108.0,www.memorialcommunityhealth.org
1408,48.0,40.0,10.0,8.0,17.0,56.0,8.0,9.0,11.0,34,,56.0,www.healthsouthfortworth.com
1409,69.0,71.0,27.0,21.0,35.0,152.0,39.0,18.0,21.0,72,9.0,92.0,www.khrancho.com
1410,16.0,4.0,1.0,2.0,2.0,25.0,8.0,2.0,1.0,15,2.0,7.0,www.cranememorial.org
1411,517.0,462.0,182.0,154.0,334.0,786.0,129.0,90.0,253.0,551,18.0,690.0,www.ormc.org
1412,77.0,56.0,23.0,51.0,23.0,195.0,25.0,22.0,14.0,166,9.0,74.0,www.themedcenter.net
1413,24.0,33.0,12.0,11.0,24.0,56.0,18.0,4.0,8.0,35,4.0,37.0,www.garfieldmedicalcenter.com
1414,12.0,15.0,6.0,6.0,10.0,31.0,9.0,,5.0,30,7.0,17.0,www.mymosh.com
1415,13.0,24.0,9.0,14.0,13.0,57.0,14.0,4.0,2.0,33,10.0,26.0,www.phfmtexas.com
1416,71.0,72.0,8.0,30.0,33.0,141.0,16.0,5.0,17.0,103,11.0,76.0,www.valleybehavioral.com
1417,53.0,60.0,7.0,50.0,55.0,166.0,73.0,10.0,8.0,217,26.0,64.0,www.bismarck.sanfordhealth.org
1418,70.0,43.0,31.0,46.0,31.0,169.0,49.0,12.0,23.0,143,14.0,84.0,www.moberlyhospital.com
1419,47.0,36.0,10.0,9.0,22.0,58.0,7.0,10.0,10.0,39,2.0,53.0,www.healthsouthcoloradosprings.com
1420,32.0,34.0,7.0,5.0,35.0,87.0,40.0,7.0,12.0,72,4.0,44.0,www.kchc.net
1421,60.0,34.0,11.0,18.0,21.0,97.0,10.0,7.0,15.0,64,4.0,65.0,www.nkch.org
1422,13.0,12.0,4.0,10.0,9.0,16.0,5.0,4.0,7.0,29,2.0,18.0,www.meadowsregional.org
1423,90.0,90.0,33.0,42.0,58.0,206.0,39.0,26.0,22.0,89,11.0,126.0,www.universityhealthsystem.com
1424,31.0,28.0,7.0,13.0,12.0,69.0,8.0,4.0,3.0,42,,36.0,www.laurelheightshospital.com
1425,42.0,46.0,8.0,33.0,32.0,89.0,14.0,30.0,4.0,48,2.0,76.0,www.hahnemannhospital.com
1426,24.0,30.0,3.0,15.0,21.0,47.0,19.0,5.0,5.0,25,,37.0,www.bolivarmedical.com
1427,15.0,9.0,10.0,9.0,4.0,46.0,,1.0,4.0,25,6.0,19.0,www.hendersonhealthcare.org
1428,136.0,81.0,22.0,33.0,41.0,224.0,15.0,16.0,22.0,106,10.0,132.0,wilmington.selectspecialtyhospitals.com
1429,171.0,184.0,64.0,87.0,101.0,418.0,40.0,53.0,87.0,156,6.0,286.0,www.bbgh.org
1430,414.0,670.0,155.0,283.0,332.0,1260.0,724.0,96.0,157.0,809,207.0,737.0,www.memorialhospitaltampa.com
1431,41.0,25.0,9.0,13.0,7.0,57.0,3.0,11.0,10.0,21,,38.0,www.ivinsonhospital.org
1432,42.0,26.0,15.0,13.0,20.0,70.0,24.0,7.0,5.0,62,4.0,52.0,www.binghammemorial.org
1433,35.0,78.0,10.0,45.0,52.0,126.0,14.0,13.0,9.0,57,10.0,72.0,ukhealthcare.uky.edu
1434,38.0,48.0,7.0,36.0,26.0,77.0,17.0,17.0,13.0,31,8.0,55.0,www.tomahhospital.org
1435,60.0,54.0,3.0,25.0,29.0,106.0,16.0,8.0,3.0,62,4.0,60.0,www.nexusspecialty.com
1436,122.0,59.0,17.0,16.0,30.0,113.0,16.0,10.0,18.0,70,,68.0,www.threerivershospital.net
1437,50.0,50.0,9.0,20.0,29.0,102.0,6.0,10.0,8.0,53,13.0,48.0,www.stjohnowasso.com
1438,129.0,145.0,33.0,83.0,107.0,395.0,77.0,16.0,9.0,196,15.0,168.0,www.tshj.com
1439,84.0,79.0,12.0,43.0,40.0,188.0,18.0,4.0,5.0,91,,101.0,www.mesillavalleyhospital.com
1440,614.0,367.0,55.0,215.0,316.0,1083.0,430.0,97.0,27.0,702,102.0,682.0,www.summitmedctr.com
1441,31.0,30.0,7.0,22.0,9.0,62.0,29.0,8.0,4.0,56,2.0,31.0,www.aomc.org
1442,2.0,4.0,3.0,1.0,11.0,14.0,,3.0,4.0,9,,15.0,www.bhcpns.org
1443,78.0,120.0,25.0,29.0,58.0,200.0,86.0,24.0,47.0,132,21.0,160.0,www.nwkshealthcare.com
1444,36.0,36.0,3.0,25.0,28.0,68.0,20.0,10.0,13.0,59,4.0,59.0,www.cvrmc.org
1445,7.0,7.0,4.0,,13.0,25.0,2.0,,2.0,17,,18.0,www.frisbiehospital.com
1446,78.0,84.0,46.0,14.0,27.0,190.0,120.0,8.0,38.0,129,7.0,133.0,www.sanmateomedicalcenter.org
1447,74.0,81.0,29.0,37.0,56.0,191.0,19.0,24.0,20.0,82,2.0,123.0,www.roxburyhospital.com
1448,57.0,62.0,8.0,51.0,36.0,133.0,25.0,6.0,11.0,96,17.0,57.0,www.bethisraelny.org
1449,68.0,57.0,27.0,45.0,29.0,110.0,26.0,10.0,14.0,70,20.0,82.0,www.olympiamc.com
1450,26.0,17.0,5.0,9.0,12.0,69.0,16.0,5.0,1.0,39,1.0,31.0,www.cityhospital.org
1451,83.0,68.0,29.0,44.0,34.0,198.0,60.0,15.0,22.0,171,9.0,104.0,www.brmc-cares.com
1452,13.0,12.0,5.0,7.0,1.0,20.0,14.0,3.0,1.0,16,,11.0,www.gchealth.org
1453,111.0,108.0,36.0,47.0,64.0,206.0,11.0,11.0,24.0,106,2.0,136.0,www.bhbhospital.com
1454,191.0,87.0,30.0,74.0,55.0,216.0,16.0,30.0,21.0,122,11.0,124.0,www.rush.edu
1455,32.0,36.0,14.0,17.0,20.0,103.0,10.0,10.0,7.0,55,6.0,36.0,www.mcmcbr.com
1456,25.0,42.0,13.0,41.0,22.0,109.0,6.0,2.0,10.0,1057,16.0,73.0,www.centegra.org
1457,57.0,64.0,12.0,21.0,54.0,133.0,27.0,7.0,5.0,37,4.0,78.0,www.brownfield-rmc.org
1458,57.0,42.0,22.0,34.0,45.0,123.0,22.0,12.0,3.0,56,19.0,72.0,www.stanthonyhospital.org
1459,17.0,25.0,7.0,18.0,23.0,59.0,17.0,4.0,5.0,46,8.0,29.0,miner.slhn.org
1460,12.0,14.0,17.0,7.0,6.0,32.0,13.0,4.0,,78,3.0,39.0,www.cqch.org
1461,70.0,98.0,21.0,34.0,48.0,136.0,36.0,12.0,13.0,88,1.0,85.0,www.harlingenmedicalcenter.com
1462,20.0,35.0,5.0,22.0,18.0,58.0,28.0,4.0,1.0,37,2.0,26.0,www.wcch.com
1463,14.0,18.0,3.0,6.0,15.0,49.0,10.0,7.0,8.0,49,14.0,30.0,www.rushcountymemorialhospital.com
1464,45.0,55.0,15.0,19.0,37.0,109.0,13.0,7.0,9.0,56,,48.0,www.hospice.com
1465,12.0,20.0,4.0,10.0,11.0,49.0,9.0,2.0,4.0,17,1.0,18.0,www.ellettmemorial.com
1466,155.0,124.0,59.0,41.0,91.0,327.0,97.0,24.0,41.0,162,9.0,231.0,www.luthermidelfortnorthland.org
1467,171.0,57.0,1.0,31.0,26.0,133.0,21.0,4.0,5.0,378,2.0,44.0,www.interfaithmedical.com
1468,7.0,5.0,,10.0,3.0,11.0,9.0,,,19,9.0,3.0,www.methodisthospitalforsurgery.com
1469,54.0,79.0,19.0,22.0,74.0,156.0,16.0,5.0,4.0,53,3.0,74.0,www.pprmc.org
1470,86.0,83.0,46.0,40.0,50.0,170.0,25.0,21.0,39.0,92,3.0,153.0,www.mercymtshasta.org
1471,113.0,109.0,40.0,42.0,62.0,268.0,97.0,15.0,64.0,166,19.0,183.0,www.bayshoremedical.com
1472,109.0,103.0,30.0,46.0,44.0,220.0,20.0,26.0,41.0,116,8.0,122.0,www.illinihospital.org
1473,68.0,73.0,20.0,29.0,48.0,113.0,26.0,25.0,15.0,84,1.0,76.0,www.smh-passaic.org
1474,21.0,26.0,9.0,12.0,17.0,62.0,31.0,6.0,1.0,57,6.0,30.0,www.altabatessummit.com
1475,9.0,4.0,,5.0,1.0,18.0,7.0,2.0,3.0,15,3.0,14.0,www.gsmc.org
1476,86.0,63.0,23.0,13.0,24.0,120.0,110.0,21.0,27.0,93,15.0,87.0,www.delhihospital.com
1477,59.0,67.0,30.0,41.0,31.0,155.0,16.0,21.0,18.0,98,5.0,99.0,www.samc.com
1478,23.0,35.0,11.0,13.0,13.0,90.0,19.0,13.0,6.0,30,5.0,43.0,www.steliz.org
1479,49.0,65.0,15.0,26.0,37.0,97.0,27.0,10.0,18.0,74,6.0,82.0,www.decaturcountyhospital.org
1480,50.0,74.0,15.0,12.0,40.0,137.0,28.0,10.0,4.0,126,3.0,86.0,www.stjoehospital.com
1481,201.0,191.0,73.0,78.0,101.0,435.0,19.0,68.0,97.0,161,2.0,324.0,www.unitymedcenter.com
1482,18.0,30.0,2.0,18.0,10.0,51.0,6.0,3.0,2.0,35,2.0,22.0,www.och.org
1483,28.0,12.0,3.0,16.0,9.0,75.0,20.0,6.0,3.0,30,5.0,27.0,www.adventistrehab.com
1484,86.0,76.0,38.0,42.0,33.0,223.0,57.0,21.0,14.0,215,10.0,103.0,www.regionalhospitaljackson.com
